visit_id,start_time,confirm_time,process_duration
632148466_47814581938_246994,2017-05-10 20:34:42,2017-05-10 20:39:54,5.2
460162092_85502510856_372778,2017-05-06 19:16:03,2017-05-06 19:21:15,5.2
155047169_84381931234_328799,2017-03-29 17:47:32,2017-03-29 17:52:44,5.2
595516498_55219237871_918068,2017-04-12 20:35:35,2017-04-12 20:40:47,5.2
396587466_91732976068_408609,2017-05-17 17:03:43,2017-05-17 17:08:56,5.216666666666667
165707716_71621099069_818793,2017-03-29 12:04:27,2017-03-29 12:09:40,5.216666666666667
763303015_42950845646_827545,2017-04-20 19:39:43,2017-04-20 19:44:56,5.216666666666667
692746734_92872650613_467432,2017-04-06 14:53:56,2017-04-06 14:59:09,5.216666666666667
443395669_76541013759_35413,2017-04-14 15:46:13,2017-04-14 15:51:26,5.216666666666667
158326785_70094563774_751077,2017-03-31 10:04:52,2017-03-31 10:10:05,5.216666666666667
120027680_53148807162_296715,2017-04-05 18:56:43,2017-04-05 19:01:56,5.216666666666667
755992454_50628559799_952659,2017-04-09 15:09:46,2017-04-09 15:14:59,5.216666666666667
429468852_80861624308_906293,2017-05-10 19:49:03,2017-05-10 19:54:16,5.216666666666667
459632446_66582506234_423209,2017-03-31 08:45:40,2017-03-31 08:50:53,5.216666666666667
194497287_77309625637_137819,2017-04-04 10:38:31,2017-04-04 10:43:44,5.216666666666667
371140861_73370980522_785495,2017-04-19 15:20:12,2017-04-19 15:25:25,5.216666666666667
87744032_1252842096_604629,2017-04-05 14:29:11,2017-04-05 14:34:24,5.216666666666667
881468429_71139930197_714276,2017-05-29 14:31:13,2017-05-29 14:36:26,5.216666666666667
823394283_40695483454_36879,2017-06-08 08:10:46,2017-06-08 08:15:59,5.216666666666667
900608759_46912913275_490615,2017-03-18 21:09:09,2017-03-18 21:14:22,5.216666666666667
885129289_28054417442_459122,2017-04-21 04:46:36,2017-04-21 04:51:49,5.216666666666667
594516359_34666863817_385440,2017-04-05 11:19:04,2017-04-05 11:24:18,5.233333333333333
761977678_84814645765_16774,2017-05-23 18:47:13,2017-05-23 18:52:27,5.233333333333333
633330700_33084973722_485461,2017-05-22 10:32:42,2017-05-22 10:37:56,5.233333333333333
842724121_41357373121_325339,2017-03-30 08:52:16,2017-03-30 08:57:30,5.233333333333333
157470316_67249919554_9103,2017-03-29 12:50:51,2017-03-29 12:56:05,5.233333333333333
793840608_65787832730_604508,2017-03-29 13:47:21,2017-03-29 13:52:35,5.233333333333333
434467793_91518947379_201897,2017-05-09 19:30:57,2017-05-09 19:36:11,5.233333333333333
952110500_37024918393_835388,2017-05-10 22:38:53,2017-05-10 22:44:07,5.233333333333333
252041004_2054762548_125486,2017-04-12 13:48:35,2017-04-12 13:53:49,5.233333333333333
198387004_38000206593_540970,2017-04-05 20:17:04,2017-04-05 20:22:18,5.233333333333333
308161880_57527536012_198851,2017-03-31 16:06:12,2017-03-31 16:11:26,5.233333333333333
832007421_51583702086_73126,2017-03-23 16:58:11,2017-03-23 17:03:25,5.233333333333333
235515742_13877799802_669661,2017-03-15 14:19:38,2017-03-15 14:24:52,5.233333333333333
923427999_83560656002_700615,2017-04-19 08:46:03,2017-04-19 08:51:17,5.233333333333333
435057851_86303479684_2490,2017-04-18 10:39:12,2017-04-18 10:44:26,5.233333333333333
391693072_33136410853_531641,2017-04-05 11:34:50,2017-04-05 11:40:04,5.233333333333333
65484106_98222679593_283678,2017-04-08 10:58:27,2017-04-08 11:03:41,5.233333333333333
376137238_91545013152_544274,2017-04-12 21:24:52,2017-04-12 21:30:06,5.233333333333333
220721388_58135117267_874441,2017-05-10 08:19:42,2017-05-10 08:24:56,5.233333333333333
109478439_46834904677_537548,2017-04-06 11:08:44,2017-04-06 11:13:58,5.233333333333333
529281732_45459401819_600978,2017-04-15 12:32:59,2017-04-15 12:38:13,5.233333333333333
991225594_84072400015_226532,2017-04-02 14:49:44,2017-04-02 14:54:58,5.233333333333333
214433266_33625472494_654455,2017-05-15 09:10:06,2017-05-15 09:15:20,5.233333333333333
570996053_58469322115_507853,2017-06-06 21:45:11,2017-06-06 21:50:25,5.233333333333333
518197223_17578096033_791979,2017-04-05 11:16:11,2017-04-05 11:21:25,5.233333333333333
881926291_698055785_100496,2017-04-06 09:08:22,2017-04-06 09:13:36,5.233333333333333
528440454_71935147962_840727,2017-04-06 17:53:45,2017-04-06 17:58:59,5.233333333333333
632327087_34053470817_332286,2017-04-13 11:05:05,2017-04-13 11:10:19,5.233333333333333
552541561_23830734249_451108,2017-03-29 13:14:28,2017-03-29 13:19:43,5.25
276617353_87828778077_601386,2017-04-19 11:40:37,2017-04-19 11:45:52,5.25
93920652_81525252551_718917,2017-04-07 10:19:24,2017-04-07 10:24:39,5.25
491851485_80670932617_508627,2017-03-29 12:05:22,2017-03-29 12:10:37,5.25
335249290_68917601274_688196,2017-04-13 01:12:36,2017-04-13 01:17:51,5.25
485519011_68582444859_804352,2017-03-30 10:41:58,2017-03-30 10:47:13,5.25
439165359_30244266208_42835,2017-05-08 18:34:14,2017-05-08 18:39:29,5.25
708831398_10144774447_711170,2017-04-09 12:41:08,2017-04-09 12:46:23,5.25
307679680_16857262586_209419,2017-04-15 16:45:27,2017-04-15 16:50:42,5.25
721772203_83231950017_790813,2017-04-16 11:14:37,2017-04-16 11:19:52,5.25
884985789_29893233454_486222,2017-04-19 12:39:26,2017-04-19 12:44:41,5.25
633452480_26166279894_998705,2017-03-29 11:44:24,2017-03-29 11:49:39,5.25
91840697_75643577857_219426,2017-03-15 12:26:39,2017-03-15 12:31:54,5.25
207427597_72266105559_611582,2017-04-09 20:35:19,2017-04-09 20:40:34,5.25
364600176_73107711676_256667,2017-04-29 18:05:12,2017-04-29 18:10:27,5.25
572593703_54291268268_473794,2017-04-15 10:39:02,2017-04-15 10:44:17,5.25
775446185_58045386280_65485,2017-04-19 13:56:44,2017-04-19 14:01:59,5.25
92478778_44377157697_966237,2017-06-03 22:40:01,2017-06-03 22:45:16,5.25
269550142_75761436325_164566,2017-04-02 09:18:33,2017-04-02 09:23:48,5.25
524241442_7909609289_313355,2017-04-05 12:43:45,2017-04-05 12:49:00,5.25
477574682_30415729308_298709,2017-03-29 15:46:30,2017-03-29 15:51:46,5.266666666666667
668097262_84832026630_626343,2017-04-16 02:26:56,2017-04-16 02:32:12,5.266666666666667
482971471_28821321241_502762,2017-04-05 19:24:45,2017-04-05 19:30:01,5.266666666666667
301395260_14083590282_527541,2017-03-30 12:12:56,2017-03-30 12:18:12,5.266666666666667
748140347_54528701984_745610,2017-04-12 13:11:10,2017-04-12 13:16:26,5.266666666666667
482757875_64506859598_109110,2017-04-28 11:10:22,2017-04-28 11:15:38,5.266666666666667
127219285_50665742744_705968,2017-04-12 11:13:08,2017-04-12 11:18:24,5.266666666666667
129569776_33471130025_742989,2017-04-12 11:36:33,2017-04-12 11:41:49,5.266666666666667
517585265_35043651413_760503,2017-03-20 19:22:22,2017-03-20 19:27:38,5.266666666666667
948208728_50913018735_16439,2017-04-14 13:16:47,2017-04-14 13:22:03,5.266666666666667
737671215_78228045371_684169,2017-04-17 11:41:30,2017-04-17 11:46:46,5.266666666666667
502146041_80646846043_561433,2017-05-10 13:21:40,2017-05-10 13:26:56,5.266666666666667
157514572_6541138626_206151,2017-04-05 20:16:02,2017-04-05 20:21:18,5.266666666666667
126831798_72369825391_412873,2017-04-05 11:53:50,2017-04-05 11:59:06,5.266666666666667
510474752_54460696285_334266,2017-04-19 19:44:33,2017-04-19 19:49:49,5.266666666666667
520908877_62458636731_430474,2017-04-05 11:33:25,2017-04-05 11:38:41,5.266666666666667
97285097_60313499607_897489,2017-03-29 21:00:07,2017-03-29 21:05:23,5.266666666666667
381592247_96290725126_104865,2017-05-14 07:36:27,2017-05-14 07:41:43,5.266666666666667
851803463_41847756696_498240,2017-04-16 10:50:04,2017-04-16 10:55:20,5.266666666666667
624885461_23819465294_195388,2017-04-13 15:52:48,2017-04-13 15:58:04,5.266666666666667
107641279_72757423441_432705,2017-03-29 12:43:02,2017-03-29 12:48:18,5.266666666666667
614591416_18519751849_310312,2017-05-02 12:54:01,2017-05-02 12:59:17,5.266666666666667
925377937_90530468736_853586,2017-04-12 10:52:25,2017-04-12 10:57:41,5.266666666666667
399010551_79002872448_620471,2017-04-21 10:54:02,2017-04-21 10:59:18,5.266666666666667
545701604_69968428710_913269,2017-04-21 10:58:20,2017-04-21 11:03:36,5.266666666666667
550096698_59314426630_666250,2017-05-11 08:35:05,2017-05-11 08:40:21,5.266666666666667
695035895_71338227401_912143,2017-03-29 23:45:18,2017-03-29 23:50:34,5.266666666666667
434335684_91034095843_290902,2017-04-19 11:17:06,2017-04-19 11:22:22,5.266666666666667
32473656_15108802765_688189,2017-06-01 11:23:11,2017-06-01 11:28:27,5.266666666666667
665896180_63814645085_987244,2017-03-30 18:12:02,2017-03-30 18:17:18,5.266666666666667
391314017_30915988603_818453,2017-04-05 10:46:06,2017-04-05 10:51:22,5.266666666666667
600881409_88788886077_707054,2017-04-21 09:52:19,2017-04-21 09:57:35,5.266666666666667
609118218_52501645449_719485,2017-04-20 13:04:42,2017-04-20 13:09:59,5.283333333333333
908718994_46478611511_152208,2017-04-07 16:06:07,2017-04-07 16:11:24,5.283333333333333
403198606_48432078178_425335,2017-03-29 14:53:34,2017-03-29 14:58:51,5.283333333333333
548663568_94514458610_834775,2017-04-14 19:14:15,2017-04-14 19:19:32,5.283333333333333
622537051_26111414896_460107,2017-04-12 11:08:10,2017-04-12 11:13:27,5.283333333333333
793602948_57774155804_309237,2017-04-19 11:52:03,2017-04-19 11:57:20,5.283333333333333
813530522_30632876908_966592,2017-03-31 09:06:14,2017-03-31 09:11:31,5.283333333333333
916658654_90825535982_578407,2017-03-31 09:28:51,2017-03-31 09:34:08,5.283333333333333
1504604_75650702883_872632,2017-04-12 13:12:06,2017-04-12 13:17:23,5.283333333333333
527937629_40322415785_43633,2017-03-29 12:03:17,2017-03-29 12:08:34,5.283333333333333
862697237_23574646296_243154,2017-03-30 05:03:31,2017-03-30 05:08:48,5.283333333333333
133605638_83473202478_568852,2017-04-01 10:24:07,2017-04-01 10:29:24,5.283333333333333
259111832_1409232555_319084,2017-04-09 15:29:08,2017-04-09 15:34:25,5.283333333333333
851983295_66445323517_391407,2017-04-12 13:41:41,2017-04-12 13:46:58,5.283333333333333
451490149_44232282607_20131,2017-05-07 10:37:21,2017-05-07 10:42:38,5.283333333333333
773496455_55400432549_339469,2017-03-29 13:45:01,2017-03-29 13:50:18,5.283333333333333
455633869_890498249_223936,2017-04-05 08:04:09,2017-04-05 08:09:26,5.283333333333333
533453702_35466392350_931693,2017-03-29 11:10:47,2017-03-29 11:16:04,5.283333333333333
847358466_87230288402_432514,2017-03-29 14:44:22,2017-03-29 14:49:39,5.283333333333333
674866917_42584804578_170097,2017-04-12 09:09:45,2017-04-12 09:15:02,5.283333333333333
932038746_33297522006_257837,2017-04-16 09:59:28,2017-04-16 10:04:45,5.283333333333333
162048603_92768799080_294024,2017-03-29 14:20:25,2017-03-29 14:25:42,5.283333333333333
507007336_11259786853_945955,2017-03-29 16:32:55,2017-03-29 16:38:12,5.283333333333333
602395093_34526054372_969610,2017-04-03 12:47:59,2017-04-03 12:53:16,5.283333333333333
835460260_9327445363_524514,2017-04-13 12:30:01,2017-04-13 12:35:19,5.3
80266043_99406964344_778007,2017-04-05 22:50:38,2017-04-05 22:55:56,5.3
8510409_57556683606_379931,2017-04-05 11:06:41,2017-04-05 11:11:59,5.3
58168719_61570183866_485099,2017-04-27 11:30:49,2017-04-27 11:36:07,5.3
635772327_32870683847_623002,2017-03-29 11:09:59,2017-03-29 11:15:17,5.3
702392359_51288197863_978934,2017-04-14 09:32:55,2017-04-14 09:38:13,5.3
961782737_44156028258_57834,2017-03-31 17:41:30,2017-03-31 17:46:48,5.3
387952857_69357861642_92297,2017-04-20 13:33:59,2017-04-20 13:39:17,5.3
796874326_39452829632_547349,2017-05-20 16:08:10,2017-05-20 16:13:28,5.3
684497483_87797811707_304861,2017-04-10 00:46:34,2017-04-10 00:51:52,5.3
226386985_15047628384_142921,2017-04-02 13:30:10,2017-04-02 13:35:28,5.3
18930571_77705063588_7129,2017-04-13 11:50:28,2017-04-13 11:55:46,5.3
795356848_66900802488_202255,2017-04-05 18:56:22,2017-04-05 19:01:40,5.3
336186477_70988034496_787133,2017-04-08 15:19:52,2017-04-08 15:25:10,5.3
444478100_50583430749_11176,2017-04-05 12:04:37,2017-04-05 12:09:55,5.3
141312507_80359519576_816938,2017-04-24 07:42:00,2017-04-24 07:47:18,5.3
18913827_85014866503_1469,2017-04-15 18:45:38,2017-04-15 18:50:56,5.3
68064671_69361529066_393558,2017-05-19 21:46:39,2017-05-19 21:51:57,5.3
5374148_51185247961_488248,2017-04-19 22:26:15,2017-04-19 22:31:34,5.316666666666666
272807964_72301327625_833543,2017-03-22 12:07:51,2017-03-22 12:13:10,5.316666666666666
282806385_37671036721_899710,2017-04-03 16:01:31,2017-04-03 16:06:50,5.316666666666666
182568226_28747864715_875726,2017-05-02 22:25:02,2017-05-02 22:30:21,5.316666666666666
713903174_13394034857_753234,2017-04-25 19:52:23,2017-04-25 19:57:42,5.316666666666666
52092673_96120465324_668533,2017-03-30 14:48:06,2017-03-30 14:53:25,5.316666666666666
511874311_35390873278_730184,2017-03-30 10:55:33,2017-03-30 11:00:52,5.316666666666666
506368402_62631599632_654612,2017-06-19 15:35:53,2017-06-19 15:41:12,5.316666666666666
746242420_90540003639_326203,2017-04-25 13:08:38,2017-04-25 13:13:57,5.316666666666666
807937611_83866932640_153332,2017-04-01 15:15:09,2017-04-01 15:20:28,5.316666666666666
843356644_92642088204_566230,2017-04-08 18:23:12,2017-04-08 18:28:31,5.316666666666666
836297133_20268264719_329428,2017-03-29 23:34:40,2017-03-29 23:39:59,5.316666666666666
225032862_29087811518_799460,2017-04-06 09:55:13,2017-04-06 10:00:32,5.316666666666666
393949856_93259770389_49234,2017-03-30 20:50:39,2017-03-30 20:55:58,5.316666666666666
800935536_15714111998_759143,2017-05-30 10:40:37,2017-05-30 10:45:56,5.316666666666666
91460102_64704494342_467296,2017-06-14 01:50:59,2017-06-14 01:56:18,5.316666666666666
865024816_45121712305_507875,2017-04-16 21:58:54,2017-04-16 22:04:13,5.316666666666666
137128634_97679025253_720415,2017-06-11 09:20:31,2017-06-11 09:25:50,5.316666666666666
638931098_38465783385_57144,2017-03-29 13:52:24,2017-03-29 13:57:43,5.316666666666666
59512557_73977289677_499165,2017-05-20 07:52:45,2017-05-20 07:58:04,5.316666666666666
122634415_47700144860_599900,2017-04-12 22:51:18,2017-04-12 22:56:37,5.316666666666666
129395060_45891532416_968667,2017-05-01 10:09:11,2017-05-01 10:14:30,5.316666666666666
623291315_70968414770_849671,2017-03-30 11:56:40,2017-03-30 12:01:59,5.316666666666666
635054897_47941311165_267198,2017-04-12 11:07:06,2017-04-12 11:12:25,5.316666666666666
62068610_79554968861_748020,2017-03-31 09:44:31,2017-03-31 09:49:50,5.316666666666666
997680285_32166402245_574752,2017-06-19 07:34:11,2017-06-19 07:39:30,5.316666666666666
598378892_84607408865_801794,2017-04-19 20:58:37,2017-04-19 21:03:57,5.333333333333333
450596455_64437275913_454304,2017-05-23 13:54:42,2017-05-23 14:00:02,5.333333333333333
449723022_31088401661_866226,2017-04-05 22:27:56,2017-04-05 22:33:16,5.333333333333333
578107021_96251440001_555987,2017-04-05 11:43:12,2017-04-05 11:48:32,5.333333333333333
690443746_30537182964_64001,2017-05-23 09:54:41,2017-05-23 10:00:01,5.333333333333333
338525222_95864123639_640801,2017-03-23 13:59:26,2017-03-23 14:04:46,5.333333333333333
243242970_96576671316_633343,2017-06-12 11:08:25,2017-06-12 11:13:45,5.333333333333333
631567650_11802100609_181938,2017-04-07 14:08:33,2017-04-07 14:13:53,5.333333333333333
834896977_63304889411_496341,2017-03-30 09:48:47,2017-03-30 09:54:07,5.333333333333333
208739360_18501562626_196534,2017-04-05 11:44:22,2017-04-05 11:49:42,5.333333333333333
502151704_29513742024_705827,2017-04-11 16:22:10,2017-04-11 16:27:30,5.333333333333333
687854224_52640483187_915575,2017-04-17 18:33:21,2017-04-17 18:38:41,5.333333333333333
699110175_28076771188_56328,2017-04-03 16:06:58,2017-04-03 16:12:18,5.333333333333333
71788427_91537251145_672099,2017-06-03 15:25:11,2017-06-03 15:30:31,5.333333333333333
951822214_3509785091_921269,2017-04-09 10:17:01,2017-04-09 10:22:21,5.333333333333333
582680246_44061232992_597596,2017-03-29 14:34:22,2017-03-29 14:39:42,5.333333333333333
733852423_87347292649_36184,2017-05-29 15:41:40,2017-05-29 15:47:00,5.333333333333333
912440029_58101484124_617036,2017-06-18 21:53:45,2017-06-18 21:59:05,5.333333333333333
104678659_36278223108_614428,2017-04-07 22:20:30,2017-04-07 22:25:51,5.35
634776049_93611649908_139135,2017-04-25 19:34:13,2017-04-25 19:39:34,5.35
461832951_34690450393_398611,2017-04-19 15:13:28,2017-04-19 15:18:49,5.35
86324261_68990310987_348986,2017-05-10 15:57:58,2017-05-10 16:03:19,5.35
581723738_51102729811_269436,2017-04-12 11:48:55,2017-04-12 11:54:16,5.35
734965787_68568684690_426686,2017-04-05 21:39:41,2017-04-05 21:45:02,5.35
844352099_81106744968_559989,2017-04-26 11:06:08,2017-04-26 11:11:29,5.35
734933814_43805483702_808049,2017-04-07 10:33:22,2017-04-07 10:38:43,5.35
736830330_76489630522_419142,2017-03-30 13:16:56,2017-03-30 13:22:17,5.35
854080469_50877770415_933573,2017-03-29 11:23:34,2017-03-29 11:28:55,5.35
612475883_73680455195_621029,2017-03-29 11:13:49,2017-03-29 11:19:10,5.35
829747724_2191063855_777121,2017-04-08 21:04:15,2017-04-08 21:09:36,5.35
788310504_43729511339_713531,2017-04-13 13:40:10,2017-04-13 13:45:31,5.35
783726479_26198732941_680011,2017-04-10 12:45:58,2017-04-10 12:51:19,5.35
279941503_60951677943_732734,2017-04-05 12:32:17,2017-04-05 12:37:38,5.35
426639159_62962628692_106488,2017-05-09 22:51:01,2017-05-09 22:56:22,5.35
774971657_14468329995_786434,2017-04-01 16:48:59,2017-04-01 16:54:20,5.35
605889071_34786904191_293962,2017-03-30 13:36:23,2017-03-30 13:41:44,5.35
623229358_48911346256_244098,2017-03-31 16:18:38,2017-03-31 16:23:59,5.35
905587008_58811739474_175759,2017-03-29 14:00:11,2017-03-29 14:05:32,5.35
638269132_58775604761_192963,2017-04-02 11:29:08,2017-04-02 11:34:29,5.35
638324660_70235589847_871811,2017-04-06 14:25:31,2017-04-06 14:30:52,5.35
798977124_75131903558_745086,2017-03-29 12:04:30,2017-03-29 12:09:51,5.35
28752429_21251536900_310936,2017-04-23 18:50:26,2017-04-23 18:55:47,5.35
721325432_59287115696_45567,2017-04-10 08:58:31,2017-04-10 09:03:52,5.35
539640753_39001523597_948943,2017-04-06 18:19:48,2017-04-06 18:25:09,5.35
142672738_32756555500_762673,2017-04-03 11:33:01,2017-04-03 11:38:22,5.35
269463961_19122596616_88177,2017-04-16 12:58:01,2017-04-16 13:03:22,5.35
569188959_40767489847_824802,2017-03-29 12:24:18,2017-03-29 12:29:39,5.35
884447912_95352329545_576263,2017-05-11 11:17:01,2017-05-11 11:22:23,5.366666666666666
296983295_27177705497_963953,2017-05-03 03:32:39,2017-05-03 03:38:01,5.366666666666666
513473571_92890273347_464574,2017-04-05 12:52:20,2017-04-05 12:57:42,5.366666666666666
85797967_9803334949_372155,2017-04-16 20:49:50,2017-04-16 20:55:12,5.366666666666666
628748606_18872546547_518181,2017-04-16 10:15:56,2017-04-16 10:21:18,5.366666666666666
902880644_47630282315_492542,2017-05-12 20:33:49,2017-05-12 20:39:11,5.366666666666666
83666933_73106147494_206755,2017-04-12 11:40:52,2017-04-12 11:46:14,5.366666666666666
447363472_1914259131_505972,2017-03-30 08:51:58,2017-03-30 08:57:20,5.366666666666666
356757203_23671253451_87044,2017-04-06 09:08:33,2017-04-06 09:13:55,5.366666666666666
192021253_57766751179_951765,2017-04-08 16:04:15,2017-04-08 16:09:37,5.366666666666666
363565649_34903609134_392547,2017-04-02 11:27:49,2017-04-02 11:33:11,5.366666666666666
194889600_32946109506_700488,2017-04-20 09:39:22,2017-04-20 09:44:44,5.366666666666666
202720179_39421757434_346576,2017-05-07 12:58:46,2017-05-07 13:04:08,5.366666666666666
789543547_12322894411_121679,2017-04-17 14:29:34,2017-04-17 14:34:56,5.366666666666666
111148205_25981715466_468155,2017-04-13 09:07:47,2017-04-13 09:13:09,5.366666666666666
468085957_98713534938_712060,2017-06-09 00:37:09,2017-06-09 00:42:31,5.366666666666666
1081884_88414139180_854167,2017-04-07 06:22:08,2017-04-07 06:27:30,5.366666666666666
395464835_98602723482_510813,2017-03-29 12:14:44,2017-03-29 12:20:06,5.366666666666666
637945506_73573076826_441345,2017-03-29 11:35:38,2017-03-29 11:41:00,5.366666666666666
141994710_94195403266_193572,2017-05-30 07:58:37,2017-05-30 08:03:59,5.366666666666666
529812745_66435608969_90430,2017-04-12 15:33:25,2017-04-12 15:38:48,5.383333333333334
103452266_65589345292_334664,2017-04-27 11:42:38,2017-04-27 11:48:01,5.383333333333334
144678588_79526814612_977474,2017-05-11 16:36:41,2017-05-11 16:42:04,5.383333333333334
228594992_84359820082_314368,2017-04-08 22:52:49,2017-04-08 22:58:12,5.383333333333334
239726664_40898845951_880682,2017-04-14 13:11:18,2017-04-14 13:16:41,5.383333333333334
956010519_45920057299_125688,2017-03-29 12:35:13,2017-03-29 12:40:36,5.383333333333334
423537368_96410092459_632662,2017-04-07 10:48:29,2017-04-07 10:53:52,5.383333333333334
729829096_12930001535_526838,2017-04-28 14:20:11,2017-04-28 14:25:34,5.383333333333334
852105480_92828485882_314379,2017-03-30 10:31:58,2017-03-30 10:37:21,5.383333333333334
11039402_67593207357_110439,2017-03-30 10:17:00,2017-03-30 10:22:23,5.383333333333334
480042781_14822864542_249100,2017-04-02 19:53:17,2017-04-02 19:58:40,5.383333333333334
431951490_83513808798_997152,2017-04-15 18:00:41,2017-04-15 18:06:04,5.383333333333334
517765172_86806067829_819639,2017-04-19 11:13:15,2017-04-19 11:18:38,5.383333333333334
387209543_29122115906_537706,2017-04-12 11:16:30,2017-04-12 11:21:53,5.383333333333334
780311806_92813252879_911642,2017-05-03 23:46:04,2017-05-03 23:51:27,5.383333333333334
978724983_94218752471_962526,2017-03-29 14:02:45,2017-03-29 14:08:08,5.383333333333334
346080225_71678098908_961737,2017-04-13 16:37:35,2017-04-13 16:42:58,5.383333333333334
693167936_16723616775_34202,2017-04-08 11:06:25,2017-04-08 11:11:48,5.383333333333334
323774090_51466460619_593916,2017-04-11 22:57:57,2017-04-11 23:03:20,5.383333333333334
22459314_99499799986_910836,2017-04-13 10:19:10,2017-04-13 10:24:33,5.383333333333334
428061652_83362993042_858449,2017-03-29 13:16:11,2017-03-29 13:21:34,5.383333333333334
996609572_53370549924_507699,2017-04-19 11:39:05,2017-04-19 11:44:29,5.4
875347502_68124146675_5119,2017-04-02 08:16:10,2017-04-02 08:21:34,5.4
789243470_56416233286_298756,2017-04-10 19:46:38,2017-04-10 19:52:02,5.4
926169330_21069059316_916551,2017-04-07 15:12:31,2017-04-07 15:17:55,5.4
127332015_805650534_630144,2017-05-31 22:03:09,2017-05-31 22:08:33,5.4
853537212_59508920607_778135,2017-04-13 10:32:21,2017-04-13 10:37:45,5.4
989205254_51722232732_763860,2017-04-19 11:24:52,2017-04-19 11:30:16,5.4
493523714_81695057655_760911,2017-04-04 20:11:08,2017-04-04 20:16:32,5.4
691544804_26882385028_865294,2017-04-12 22:36:51,2017-04-12 22:42:15,5.4
